variable_name,role,feature_family,used_in_current_frozen_pipeline,source_location,notes
alt_mean,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
alt_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
alt_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
alt_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_last,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_max,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_mean,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
amylase_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_last,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_max,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_mean,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ast_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
bnp_last,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
bnp_max,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
